date,region,cases,deaths,lag.deaths,daily.deaths,lag.cases,daily.cases,rollave7.deaths,rollave7.cases
2020-03-03,Madrid,70,NA,NA,NA,49,21,NA,9.714285714285714
2020-03-04,Catalunya,24,NA,NA,NA,15,9,NA,3.142857142857143
2020-03-04,Madrid,90,NA,NA,NA,70,20,NA,12.285714285714286
2020-03-05,Catalunya,24,NA,NA,NA,24,0,NA,3
2020-03-05,Madrid,137,NA,NA,NA,90,47,NA,18.857142857142858
2020-03-06,Catalunya,24,NA,NA,NA,24,0,NA,2.7142857142857144
2020-03-06,Madrid,137,NA,NA,NA,137,0,NA,18.428571428571427
2020-03-07,Catalunya,49,NA,NA,NA,24,25,NA,6.142857142857143
2020-03-07,Madrid,175,NA,NA,NA,137,38,NA,23.571428571428573
2020-03-08,Catalunya,75,2,NA,NA,49,26,NA,8.571428571428571
2020-03-08,Madrid,469,16,NA,NA,175,294,NA,62.857142857142854
2020-03-09,Catalunya,124,3,2,1,75,49,NA,15.571428571428571
2020-03-09,Madrid,782,21,16,5,469,313,NA,104.71428571428571
2020-03-10,Catalunya,156,3,3,0,124,32,NA,20.142857142857142
2020-03-10,Madrid,1024,31,21,10,782,242,NA,136.28571428571428
2020-03-11,Catalunya,260,4,3,1,156,104,NA,33.714285714285715
2020-03-11,Madrid,1388,56,31,25,1024,364,NA,185.42857142857142
2020-03-12,Catalunya,316,6,4,2,260,56,NA,41.714285714285715
2020-03-12,Madrid,1990,81,56,25,1388,602,NA,264.7142857142857
2020-03-13,Catalunya,509,6,6,0,316,193,NA,69.28571428571429
2020-03-13,Madrid,2940,86,81,5,1990,950,NA,400.42857142857144
2020-03-14,Catalunya,715,8,6,2,509,206,NA,95.14285714285714
2020-03-14,Madrid,3544,213,86,127,2940,604,NA,481.2857142857143
2020-03-15,Catalunya,903,12,8,4,715,188,1.4285714285714286,118.28571428571429
2020-03-15,Madrid,4165,213,213,0,3544,621,28.142857142857142,528
2020-03-16,Catalunya,1394,18,12,6,903,491,2.142857142857143,181.42857142857142
2020-03-16,Madrid,4871,355,213,142,4165,706,47.714285714285715,584.1428571428571
2020-03-17,Catalunya,1866,41,18,23,1394,472,5.428571428571429,244.28571428571428
2020-03-17,Madrid,5637,390,355,35,4871,766,51.285714285714285,659
2020-03-18,Catalunya,2702,55,41,14,1866,836,7.285714285714286,348.85714285714283
2020-03-18,Madrid,6777,498,390,108,5637,1140,63.142857142857146,769.8571428571429
2020-03-19,Catalunya,3270,82,55,27,2702,568,10.857142857142858,422
2020-03-19,Madrid,7165,628,498,130,6777,388,78.14285714285714,739.2857142857143
2020-03-20,Catalunya,4203,122,82,40,3270,933,16.571428571428573,527.7142857142857
2020-03-20,Madrid,8921,804,628,176,7165,1756,102.57142857142857,854.4285714285714
2020-03-21,Catalunya,4704,191,122,69,4203,501,26.142857142857142,569.8571428571429
2020-03-21,Madrid,9702,1021,804,217,8921,781,115.42857142857143,879.7142857142857
2020-03-22,Catalunya,5925,245,191,54,4704,1221,33.285714285714285,717.4285714285714
2020-03-22,Madrid,10575,1263,1021,242,9702,873,150,915.7142857142857
2020-03-23,Catalunya,7864,282,245,37,5925,1939,37.714285714285715,924.2857142857143
2020-03-23,Madrid,12352,1535,1263,272,10575,1777,168.57142857142858,1068.7142857142858
2020-03-24,Catalunya,9937,516,282,234,7864,2073,67.85714285714286,1153
2020-03-24,Madrid,14597,1825,1535,290,12352,2245,205,1280
2020-03-25,Catalunya,11592,672,516,156,9937,1655,88.14285714285714,1270
2020-03-25,Madrid,17166,2090,1825,265,14597,2569,227.42857142857142,1484.142857142857
2020-03-26,Catalunya,12940,880,672,208,11592,1348,114,1381.4285714285713
2020-03-26,Madrid,19243,2412,2090,322,17166,2077,254.85714285714286,1725.4285714285713
2020-03-27,Catalunya,14263,1070,880,190,12940,1323,135.42857142857142,1437.142857142857
2020-03-27,Madrid,21520,2757,2412,345,19243,2277,279,1799.857142857143
2020-03-28,Catalunya,15026,1226,1070,156,14263,763,147.85714285714286,1474.5714285714287
2020-03-28,Madrid,22677,3082,2757,325,21520,1157,294.42857142857144,1853.5714285714287
2020-03-29,Catalunya,16157,1410,1226,184,15026,1131,166.42857142857142,1461.7142857142858
2020-03-29,Madrid,24090,3392,3082,310,22677,1413,304.14285714285717,1930.7142857142858
2020-03-30,Catalunya,18773,1672,1410,262,16157,2616,198.57142857142858,1558.4285714285713
2020-03-30,Madrid,27509,3603,3392,211,24090,3419,295.42857142857144,2165.285714285714
2020-03-31,Catalunya,19991,1849,1672,177,18773,1218,190.42857142857142,1436.2857142857142
2020-03-31,Madrid,29840,3865,3603,262,27509,2331,291.42857142857144,2177.5714285714284
2020-04-01,Catalunya,21804,2093,1849,244,19991,1813,203,1458.857142857143
2020-04-01,Madrid,32155,4175,3865,310,29840,2315,297.85714285714283,2141.285714285714
2020-04-02,Catalunya,23460,2335,2093,242,21804,1656,207.85714285714286,1502.857142857143
2020-04-02,Madrid,34188,4483,4175,308,32155,2033,295.85714285714283,2135
2020-04-03,Catalunya,24734,2508,2335,173,23460,1274,205.42857142857142,1495.857142857143
2020-04-03,Madrid,36249,4723,4483,240,34188,2061,280.85714285714283,2104.1428571428573
2020-04-04,Catalunya,26032,2637,2508,129,24734,1298,201.57142857142858,1572.2857142857142
2020-04-04,Madrid,37584,4941,4723,218,36249,1335,265.57142857142856,2129.5714285714284
2020-04-05,Catalunya,26824,2760,2637,123,26032,792,192.85714285714286,1523.857142857143
2020-04-05,Madrid,38723,5136,4941,195,37584,1139,249.14285714285714,2090.4285714285716
2020-04-06,Catalunya,28323,2908,2760,148,26824,1499,176.57142857142858,1364.2857142857142
2020-04-06,Madrid,40469,5371,5136,235,38723,1746,252.57142857142858,1851.4285714285713
2020-04-07,Catalunya,29647,3041,2908,133,28323,1324,170.28571428571428,1379.4285714285713
2020-04-07,Madrid,42450,5586,5371,215,40469,1981,245.85714285714286,1801.4285714285713
2020-04-08,Catalunya,31043,3148,3041,107,29647,1396,150.71428571428572,1319.857142857143
2020-04-08,Madrid,43877,5800,5586,214,42450,1427,232.14285714285714,1674.5714285714287
2020-04-09,Catalunya,31824,3231,3148,83,31043,781,128,1194.857142857143
2020-04-09,Madrid,44783,5972,5800,172,43877,906,212.71428571428572,1513.5714285714287
2020-04-10,Catalunya,32984,3331,3231,100,31824,1160,117.57142857142857,1178.5714285714287
2020-04-10,Madrid,45849,6084,5972,112,44783,1066,194.42857142857142,1371.4285714285713
2020-04-11,Catalunya,34027,3442,3331,111,32984,1043,115,1142.142857142857
2020-04-11,Madrid,46587,6278,6084,194,45849,738,191,1286.142857142857
2020-04-12,Catalunya,34726,3538,3442,96,34027,699,111.14285714285714,1128.857142857143
2020-04-12,Madrid,47146,6423,6278,145,46587,559,183.85714285714286,1203.2857142857142
2020-01-22,Korea,1,0,NA,NA,NA,NA,NA,NA
2020-01-23,Korea,1,0,0,0,1,0,NA,NA
2020-01-24,Korea,2,0,0,0,1,1,NA,NA
2020-01-25,Korea,2,0,0,0,2,0,NA,NA
2020-01-26,Korea,3,0,0,0,2,1,NA,NA
2020-01-27,Korea,4,0,0,0,3,1,NA,NA
2020-01-28,Korea,4,0,0,0,4,0,NA,NA
2020-01-29,Korea,4,0,0,0,4,0,0,0.42857142857142855
2020-01-30,Korea,4,0,0,0,4,0,0,0.42857142857142855
2020-01-31,Korea,11,0,0,0,4,7,0,1.2857142857142858
2020-02-01,Korea,12,0,0,0,11,1,0,1.4285714285714286
2020-02-02,Korea,15,0,0,0,12,3,0,1.7142857142857142
2020-02-03,Korea,15,0,0,0,15,0,0,1.5714285714285714
2020-02-04,Korea,16,0,0,0,15,1,0,1.7142857142857142
2020-02-05,Korea,19,0,0,0,16,3,0,2.142857142857143
2020-02-06,Korea,23,0,0,0,19,4,0,2.7142857142857144
2020-02-07,Korea,24,0,0,0,23,1,0,1.8571428571428572
2020-02-08,Korea,24,0,0,0,24,0,0,1.7142857142857142
2020-02-09,Korea,25,0,0,0,24,1,0,1.4285714285714286
2020-02-10,Korea,27,0,0,0,25,2,0,1.7142857142857142
2020-02-11,Korea,28,0,0,0,27,1,0,1.7142857142857142
2020-02-12,Korea,28,0,0,0,28,0,0,1.2857142857142858
2020-02-13,Korea,28,0,0,0,28,0,0,0.7142857142857143
2020-02-14,Korea,28,0,0,0,28,0,0,0.5714285714285714
2020-02-15,Korea,28,0,0,0,28,0,0,0.5714285714285714
2020-02-16,Korea,29,0,0,0,28,1,0,0.5714285714285714
2020-02-17,Korea,30,0,0,0,29,1,0,0.42857142857142855
2020-02-18,Korea,31,0,0,0,30,1,0,0.42857142857142855
2020-02-19,Korea,31,0,0,0,31,0,0,0.42857142857142855
2020-02-20,Korea,104,1,0,1,31,73,0.14285714285714285,10.857142857142858
2020-02-21,Korea,204,2,1,1,104,100,0.2857142857142857,25.142857142857142
2020-02-22,Korea,433,2,2,0,204,229,0.2857142857142857,57.857142857142854
2020-02-23,Korea,602,6,2,4,433,169,0.8571428571428571,81.85714285714286
2020-02-24,Korea,833,8,6,2,602,231,1.1428571428571428,114.71428571428571
2020-02-25,Korea,977,10,8,2,833,144,1.4285714285714286,135.14285714285714
2020-02-26,Korea,1261,12,10,2,977,284,1.7142857142857142,175.71428571428572
2020-02-27,Korea,1766,13,12,1,1261,505,1.7142857142857142,237.42857142857142
2020-02-28,Korea,2337,13,13,0,1766,571,1.5714285714285714,304.7142857142857
2020-02-29,Korea,3150,16,13,3,2337,813,2,388.14285714285717
2020-03-01,Korea,3736,17,16,1,3150,586,1.5714285714285714,447.7142857142857
2020-03-02,Korea,4335,28,17,11,3736,599,2.857142857142857,500.2857142857143
2020-03-03,Korea,5186,28,28,0,4335,851,2.5714285714285716,601.2857142857143
2020-03-04,Korea,5621,35,28,7,5186,435,3.2857142857142856,622.8571428571429
2020-03-05,Korea,6088,35,35,0,5621,467,3.142857142857143,617.4285714285714
2020-03-06,Korea,6593,42,35,7,6088,505,4.142857142857143,608
2020-03-07,Korea,7041,44,42,2,6593,448,4,555.8571428571429
2020-03-08,Korea,7314,50,44,6,7041,273,4.714285714285714,511.14285714285717
2020-03-09,Korea,7478,53,50,3,7314,164,3.5714285714285716,449
2020-03-10,Korea,7513,54,53,1,7478,35,3.7142857142857144,332.42857142857144
2020-03-11,Korea,7755,60,54,6,7513,242,3.5714285714285716,304.85714285714283
2020-03-12,Korea,7869,66,60,6,7755,114,4.428571428571429,254.42857142857142
2020-03-13,Korea,7979,66,66,0,7869,110,3.4285714285714284,198
2020-03-14,Korea,8086,72,66,6,7979,107,4,149.28571428571428
2020-03-15,Korea,8162,75,72,3,8086,76,3.5714285714285716,121.14285714285714
2020-03-16,Korea,8236,75,75,0,8162,74,3.142857142857143,108.28571428571429
2020-03-17,Korea,8320,81,75,6,8236,84,3.857142857142857,115.28571428571429
2020-03-18,Korea,8413,84,81,3,8320,93,3.4285714285714284,94
2020-03-19,Korea,8565,91,84,7,8413,152,3.5714285714285716,99.42857142857143
2020-03-20,Korea,8652,94,91,3,8565,87,4,96.14285714285714
2020-03-21,Korea,8799,102,94,8,8652,147,4.285714285714286,101.85714285714286
2020-03-22,Korea,8961,111,102,9,8799,162,5.142857142857143,114.14285714285714
2020-03-23,Korea,8961,111,111,0,8961,0,5.142857142857143,103.57142857142857
2020-03-24,Korea,9037,120,111,9,8961,76,5.571428571428571,102.42857142857143
2020-03-25,Korea,9137,126,120,6,9037,100,6,103.42857142857143
2020-03-26,Korea,9241,131,126,5,9137,104,5.714285714285714,96.57142857142857
2020-03-27,Korea,9332,139,131,8,9241,91,6.428571428571429,97.14285714285714
2020-03-28,Korea,9478,144,139,5,9332,146,6,97
2020-03-29,Korea,9583,152,144,8,9478,105,5.857142857142857,88.85714285714286
2020-03-30,Korea,9661,158,152,6,9583,78,6.714285714285714,100
2020-03-31,Korea,9786,162,158,4,9661,125,6,107
2020-04-01,Korea,9887,165,162,3,9786,101,5.571428571428571,107.14285714285714
2020-04-02,Korea,9976,169,165,4,9887,89,5.428571428571429,105
2020-04-03,Korea,10062,174,169,5,9976,86,5,104.28571428571429
2020-04-04,Korea,10156,177,174,3,10062,94,4.714285714285714,96.85714285714286
2020-04-05,Korea,10237,183,177,6,10156,81,4.428571428571429,93.42857142857143
2020-04-06,Korea,10284,186,183,3,10237,47,4,89
2020-04-07,Korea,10331,192,186,6,10284,47,4.285714285714286,77.85714285714286
2020-04-08,Korea,10384,200,192,8,10331,53,5,71
2020-04-09,Korea,10423,204,200,4,10384,39,5,63.857142857142854
2020-04-10,Korea,10450,208,204,4,10423,27,4.857142857142857,55.42857142857143
2020-04-11,Korea,10480,211,208,3,10450,30,4.857142857142857,46.285714285714285
2020-04-12,Korea,10512,214,211,3,10480,32,4.428571428571429,39.285714285714285
2020-04-13,Korea,10537,217,214,3,10512,25,4.428571428571429,36.142857142857146
